Processing audios/3.wav
ASR Result:   | Latency:  0.1615602970123291
ASR Result: like basketball in high school but really don't like that very well now either and baseball  | Latency:  0.16246676445007324
ASR Result: like basketball in high school but really don't like that very well now either and baseball my hus  | Latency:  0.13747644424438477
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband  | Latency:  0.13847112655639648
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband  | Latency:  0.12022542953491211
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really  | Latency:  0.165083646774292
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes  | Latency:  0.13254642486572266
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes  | Latency:  0.12200474739074707
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes  | Latency:  0.12038302421569824
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so  | Latency:  0.1200411319732666
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so sometimes  | Latency:  0.12117981910705566
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so sometimes i  | Latency:  0.12110114097595215
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so sometimes i go  | Latency:  0.12062811851501465
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so sometimes i go with  | Latency:  0.14029598236083984
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so sometimes i go with him  | Latency:  0.11962199211120605
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so sometimes i go with him  | Latency:  0.11796307563781738
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so sometimes i go with him  | Latency:  0.12501287460327148
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so sometimes i go with him  | Latency:  0.18136143684387207
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so sometimes i go with him to  | Latency:  0.1639251708984375
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so sometimes i go with him to go  | Latency:  0.1351625919342041
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so sometimes i go with him to go to  | Latency:  0.12997722625732422
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so sometimes i go with him to go to base  | Latency:  0.12089395523071289
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so sometimes i go with him to go to baseball  | Latency:  0.11597037315368652
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so sometimes i go with him to go to baseball game  | Latency:  0.12523341178894043
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so sometimes i go with him to go to baseball games  | Latency:  0.12636709213256836
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so sometimes i go with him to go to baseball games i  | Latency:  0.17542433738708496
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so sometimes i go with him to go to baseball games i don't  | Latency:  0.1477663516998291
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so sometimes i go with him to go to baseball games i don't really  | Latency:  0.1265552043914795
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so sometimes i go with him to go to baseball games i don't really like  | Latency:  0.13704609870910645
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so sometimes i go with him to go to baseball games i don't really like  | Latency:  0.1054232120513916
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so sometimes i go with him to go to baseball games i don't really like them  | Latency:  0.1179966926574707
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so sometimes i go with him to go to baseball games i don't really like them that  | Latency:  0.14204907417297363
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so sometimes i go with him to go to baseball games i don't really like them that well  | Latency:  0.14095735549926758
ASR Result: like basketball in high school but really don't like that very well now either and baseball my husband really likes so sometimes i go with him to go to baseball games i don't really like them that well  | Latency:  0.12343239784240723
Sending EOS
ASR Result: END_OF_STREAM  | Latency:  0.11013674736022949
Avg latency: 0.1512815134865897
Processing audios/8.wav
ASR Result:   | Latency:  0.08993768692016602
ASR Result:   | Latency:  0.08976054191589355
ASR Result:   | Latency:  0.09101700782775879
ASR Result: yeah  | Latency:  0.09963059425354004
ASR Result: yeah  | Latency:  0.09189844131469727
ASR Result: yeah that  | Latency:  0.15738415718078613
ASR Result: yeah that i mean  | Latency:  0.15589213371276855
ASR Result: yeah that i mean  | Latency:  0.13787364959716797
ASR Result: yeah that i mean  | Latency:  0.13193345069885254
ASR Result: yeah that i mean  | Latency:  0.12468552589416504
ASR Result: yeah that i mean that  | Latency:  0.12685871124267578
ASR Result: yeah that i mean that  | Latency:  0.16532397270202637
ASR Result: yeah that i mean that you have  | Latency:  0.1439681053161621
ASR Result: yeah that i mean that you have to  | Latency:  0.16165876388549805
ASR Result: yeah that i mean that you have to  | Latency:  0.13696527481079102
ASR Result: yeah that i mean that you have to really  | Latency:  0.16116070747375488
ASR Result: yeah that i mean that you have to really put  | Latency:  0.13843345642089844
ASR Result: yeah that i mean that you have to really put  | Latency:  0.13180971145629883
ASR Result: yeah that i mean that you have to really put in a  | Latency:  0.142594575881958
ASR Result: yeah that i mean that you have to really put in a lot of  | Latency:  0.13764476776123047
ASR Result: yeah that i mean that you have to really put in a lot of time  | Latency:  0.13931608200073242
ASR Result: yeah that i mean that you have to really put in a lot of time and you  | Latency:  0.16989517211914062
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to  | Latency:  0.15279769897460938
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a  | Latency:  0.13937735557556152
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of  | Latency:  0.13927388191223145
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of  | Latency:  0.17763614654541016
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience  | Latency:  0.17626214027404785
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience  | Latency:  0.1571822166442871
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get  | Latency:  0.13388705253601074
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get luck  | Latency:  0.1405482292175293
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get lucky  | Latency:  0.1416172981262207
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get lucky and  | Latency:  0.1457812786102295
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get lucky and  | Latency:  0.1958158016204834
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get lucky and  | Latency:  0.09823012351989746
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get lucky and  | Latency:  0.17092061042785645
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get lucky and  | Latency:  0.15078520774841309
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get lucky and that's  | Latency:  0.14131665229797363
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get lucky and that's  | Latency:  0.14310169219970703
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get lucky and that's i mean  | Latency:  0.12673234939575195
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get lucky and that's i mean jour  | Latency:  0.10263228416442871
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get lucky and that's i mean journalis  | Latency:  0.17488765716552734
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get lucky and that's i mean journalism  | Latency:  0.15834760665893555
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get lucky and that's i mean journalism the whole  | Latency:  0.1744673252105713
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get lucky and that's i mean journalism the whole field  | Latency:  0.17996668815612793
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get lucky and that's i mean journalism the whole field  | Latency:  0.1652050018310547
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get lucky and that's i mean journalism the whole field is like  | Latency:  0.1507413387298584
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get lucky and that's i mean journalism the whole field is like that  | Latency:  0.12441515922546387
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get lucky and that's i mean journalism the whole field is like that you  | Latency:  0.09775829315185547
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get lucky and that's i mean journalism the whole field is like that you gotta  | Latency:  0.1758573055267334
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get lucky and that's i mean journalism the whole field is like that you gotta have  | Latency:  0.15384483337402344
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get lucky and that's i mean journalism the whole field is like that you gotta have connection  | Latency:  0.12677597999572754
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get lucky and that's i mean journalism the whole field is like that you gotta have connections  | Latency:  0.09778881072998047
ASR Result: yeah that i mean that you have to really put in a lot of time and you have to get a lot of experience get lucky and that's i mean journalism the whole field is like that you gotta have connections  | Latency:  0.18916535377502441
Sending EOS
ASR Result: END_OF_STREAM  | Latency:  0.1865711212158203
Avg latency: 0.1476212816853677
Processing audios/9.wav
ASR Result:   | Latency:  0.09943819046020508
ASR Result:   | Latency:  0.10759830474853516
ASR Result:   | Latency:  0.09030890464782715
ASR Result: really  | Latency:  0.08839035034179688
ASR Result: really  | Latency:  0.09750199317932129
ASR Result: really  | Latency:  0.12331414222717285
ASR Result: really  | Latency:  0.10261940956115723
ASR Result: really  | Latency:  0.10227560997009277
ASR Result: really  | Latency:  0.1685020923614502
ASR Result: really we just  | Latency:  0.1509244441986084
ASR Result: really we just got  | Latency:  0.14130926132202148
ASR Result: really we just got our sch  | Latency:  0.12142062187194824
ASR Result: really we just got our schedule  | Latency:  0.12325644493103027
ASR Result: really we just got our schedule  | Latency:  0.09247231483459473
ASR Result: really we just got our schedule like  | Latency:  0.14764118194580078
ASR Result: really we just got our schedule like our  | Latency:  0.1147305965423584
ASR Result: really we just got our schedule like our class  | Latency:  0.1574106216430664
ASR Result: really we just got our schedule like our class schedule  | Latency:  0.12419629096984863
ASR Result: really we just got our schedule like our class schedule for  | Latency:  0.09233307838439941
ASR Result: really we just got our schedule like our class schedule for next  | Latency:  0.14449405670166016
ASR Result: really we just got our schedule like our class schedule for next quarter  | Latency:  0.12074947357177734
ASR Result: really we just got our schedule like our class schedule for next quarter and  | Latency:  0.10403966903686523
ASR Result: really we just got our schedule like our class schedule for next quarter and  | Latency:  0.15701508522033691
ASR Result: really we just got our schedule like our class schedule for next quarter and they  | Latency:  0.12097358703613281
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer  | Latency:  0.09329795837402344
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like  | Latency:  0.08450508117675781
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both  | Latency:  0.15008163452148438
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they  | Latency:  0.12007474899291992
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer  | Latency:  0.09921479225158691
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer  | Latency:  0.15077805519104004
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two  | Latency:  0.12329769134521484
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two  | Latency:  0.08907389640808105
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two  | Latency:  0.17291474342346191
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah  | Latency:  0.14625024795532227
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they off  | Latency:  0.11385512351989746
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer  | Latency:  0.08560466766357422
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer sha  | Latency:  0.14028477668762207
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespear  | Latency:  0.11811256408691406
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare  | Latency:  0.08499360084533691
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare a  | Latency:  0.14418649673461914
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare auc  | Latency:  0.11654829978942871
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare aucer and  | Latency:  0.08612918853759766
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare aucer and a mil  | Latency:  0.1441340446472168
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare aucer and a milton  | Latency:  0.12284541130065918
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare aucer and a milton  | Latency:  0.11101865768432617
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare aucer and a milton class  | Latency:  0.08860969543457031
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare aucer and a milton class  | Latency:  0.14627623558044434
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare aucer and a milton class i  | Latency:  0.12191534042358398
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare aucer and a milton class i all  | Latency:  0.09304285049438477
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare aucer and a milton class i all separately  | Latency:  0.1574692726135254
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare aucer and a milton class i all separately  | Latency:  0.13819622993469238
Sending EOS
ASR Result: END_OF_STREAM  | Latency:  0.10925459861755371
Avg latency: 0.1394881849939173
Processing audios/9.wav
ASR Result:   | Latency:  0.10113954544067383
ASR Result:   | Latency:  0.2223196029663086
ASR Result:   | Latency:  0.1307663917541504
ASR Result: really  | Latency:  0.11903095245361328
ASR Result: really  | Latency:  0.1074228286743164
ASR Result: really  | Latency:  0.15534496307373047
ASR Result: really  | Latency:  0.14655375480651855
ASR Result: really  | Latency:  0.1506211757659912
ASR Result: really  | Latency:  0.13849139213562012
ASR Result: really we just  | Latency:  0.14104652404785156
ASR Result: really we just got  | Latency:  0.14634013175964355
ASR Result: really we just got our sch  | Latency:  0.14780354499816895
ASR Result: really we just got our schedule  | Latency:  0.1378309726715088
ASR Result: really we just got our schedule  | Latency:  0.1166849136352539
ASR Result: really we just got our schedule like  | Latency:  0.10118865966796875
ASR Result: really we just got our schedule like our  | Latency:  0.10404324531555176
ASR Result: really we just got our schedule like our class  | Latency:  0.09940052032470703
ASR Result: really we just got our schedule like our class schedule  | Latency:  0.10517215728759766
ASR Result: really we just got our schedule like our class schedule for  | Latency:  0.10819411277770996
ASR Result: really we just got our schedule like our class schedule for next  | Latency:  0.0951530933380127
ASR Result: really we just got our schedule like our class schedule for next quarter  | Latency:  0.085357666015625
ASR Result: really we just got our schedule like our class schedule for next quarter and  | Latency:  0.09680843353271484
ASR Result: really we just got our schedule like our class schedule for next quarter and  | Latency:  0.0978701114654541
ASR Result: really we just got our schedule like our class schedule for next quarter and they  | Latency:  0.1025691032409668
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer  | Latency:  0.0899972915649414
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like  | Latency:  0.10115313529968262
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both  | Latency:  0.16116070747375488
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they  | Latency:  0.14040827751159668
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer  | Latency:  0.11639142036437988
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer  | Latency:  0.08850741386413574
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two  | Latency:  0.17827200889587402
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two  | Latency:  0.16107487678527832
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two  | Latency:  0.1849498748779297
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah  | Latency:  0.18275189399719238
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they off  | Latency:  0.16528534889221191
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer  | Latency:  0.15319252014160156
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer sha  | Latency:  0.14008021354675293
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespear  | Latency:  0.14533185958862305
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare  | Latency:  0.12998414039611816
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare a  | Latency:  0.13605189323425293
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare auc  | Latency:  0.132216215133667
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare aucer and  | Latency:  0.13884568214416504
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare aucer and a mil  | Latency:  0.14001178741455078
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare aucer and a milton  | Latency:  0.12282228469848633
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare aucer and a milton  | Latency:  0.09992671012878418
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare aucer and a milton class  | Latency:  0.11448550224304199
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare aucer and a milton class  | Latency:  0.0905601978302002
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare aucer and a milton class i  | Latency:  0.16725516319274902
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare aucer and a milton class i all  | Latency:  0.14666056632995605
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare aucer and a milton class i all separately  | Latency:  0.13642215728759766
ASR Result: really we just got our schedule like our class schedule for next quarter and they offer like both they offer two yeah they offer shakespeare aucer and a milton class i all separately  | Latency:  0.12391781806945801
Sending EOS
ASR Result: END_OF_STREAM  | Latency:  0.12297940254211426
Avg latency: 0.13735864350670263
Processing audios/1.wav
ASR Result:   | Latency:  0.0998067855834961
ASR Result:   | Latency:  0.1851809024810791
ASR Result:   | Latency:  0.21858549118041992
ASR Result: that  | Latency:  0.1262214183807373
ASR Result: that's nice  | Latency:  0.1112363338470459
ASR Result: that's nice  | Latency:  0.25575733184814453
ASR Result: that's nice  | Latency:  0.1606578826904297
ASR Result: that's nice  | Latency:  0.15109848976135254
ASR Result: that's nice  | Latency:  0.1418747901916504
ASR Result: that's nice  | Latency:  0.13894343376159668
ASR Result: that's nice  | Latency:  0.1144571304321289
ASR Result: that's nice  | Latency:  0.11640286445617676
ASR Result: that's nice yeah  | Latency:  0.10299396514892578
ASR Result: that's nice yeah i  | Latency:  0.09241890907287598
ASR Result: that's nice yeah i've been  | Latency:  0.0914011001586914
ASR Result: that's nice yeah i've been  | Latency:  0.10175395011901855
ASR Result: that's nice yeah i've been to  | Latency:  0.09230470657348633
ASR Result: that's nice yeah i've been to okla  | Latency:  0.08381485939025879
ASR Result: that's nice yeah i've been to oklahoma  | Latency:  0.09392833709716797
ASR Result: that's nice yeah i've been to oklahoma  | Latency:  0.08493828773498535
ASR Result: that's nice yeah i've been to oklahoma city  | Latency:  0.09906768798828125
ASR Result: that's nice yeah i've been to oklahoma city  | Latency:  0.08784055709838867
ASR Result: that's nice yeah i've been to oklahoma city before  | Latency:  0.1022641658782959
ASR Result: that's nice yeah i've been to oklahoma city before  | Latency:  0.11528372764587402
ASR Result: that's nice yeah i've been to oklahoma city before  | Latency:  0.08628988265991211
ASR Result: that's nice yeah i've been to oklahoma city before  | Latency:  0.08649373054504395
ASR Result: that's nice yeah i've been to oklahoma city before um  | Latency:  0.07639884948730469
ASR Result: that's nice yeah i've been to oklahoma city before um  | Latency:  0.12868595123291016
ASR Result: that's nice yeah i've been to oklahoma city before um  | Latency:  0.10727858543395996
ASR Result: that's nice yeah i've been to oklahoma city before um  | Latency:  0.09233689308166504
ASR Result: that's nice yeah i've been to oklahoma city before um  | Latency:  0.09314131736755371
ASR Result: that's nice yeah i've been to oklahoma city before um  | Latency:  0.07748198509216309
ASR Result: that's nice yeah i've been to oklahoma city before um  | Latency:  0.15398716926574707
ASR Result: that's nice yeah i've been to oklahoma city before um  | Latency:  0.15423846244812012
ASR Result: that's nice yeah i've been to oklahoma city before um  | Latency:  0.14423084259033203
ASR Result: that's nice yeah i've been to oklahoma city before um yeah  | Latency:  0.1259925365447998
ASR Result: that's nice yeah i've been to oklahoma city before um yeah  | Latency:  0.10243105888366699
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i  | Latency:  0.09177041053771973
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i  | Latency:  0.12203717231750488
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to  | Latency:  0.11878585815429688
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live  | Latency:  0.0990602970123291
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live  | Latency:  0.4370412826538086
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live  | Latency:  0.3347458839416504
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live  | Latency:  0.2281947135925293
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live  | Latency:  0.1127157211303711
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live mississip  | Latency:  0.08755779266357422
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live mississippi  | Latency:  0.07898426055908203
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live mississippi  | Latency:  0.18170475959777832
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live mississippi and  | Latency:  0.10483121871948242
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live mississippi and  | Latency:  0.0857551097869873
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live mississippi and  | Latency:  0.11420798301696777
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live mississippi and  | Latency:  0.09317827224731445
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live mississippi and i  | Latency:  0.08564281463623047
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live mississippi and i  | Latency:  0.08008980751037598
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live mississippi and i i  | Latency:  0.1700739860534668
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live mississippi and i i lived  | Latency:  0.16383600234985352
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live mississippi and i i lived in  | Latency:  0.13605403900146484
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live mississippi and i i lived in the  | Latency:  0.1354680061340332
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live mississippi and i i lived in the south  | Latency:  0.11571168899536133
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live mississippi and i i lived in the south  | Latency:  0.09016108512878418
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live mississippi and i i lived in the south quite  | Latency:  0.08478307723999023
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live mississippi and i i lived in the south quite a few  | Latency:  0.08895659446716309
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live mississippi and i i lived in the south quite a few places  | Latency:  0.08577561378479004
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live mississippi and i i lived in the south quite a few places  | Latency:  0.0816488265991211
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live mississippi and i i lived in the south quite a few places and we  | Latency:  0.08457612991333008
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live mississippi and i i lived in the south quite a few places and we used  | Latency:  0.08288884162902832
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live mississippi and i i lived in the south quite a few places and we used to drive  | Latency:  0.09732532501220703
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live mississippi and i i lived in the south quite a few places and we used to drive  | Latency:  0.13861584663391113
ASR Result: that's nice yeah i've been to oklahoma city before um yeah i used to live mississippi and i i lived in the south quite a few places and we used to drive  | Latency:  0.11906194686889648
Sending EOS
ASR Result: END_OF_STREAM  | Latency:  0.022045373916625977
Avg latency: 0.1337861638741205
Processing audios/0.wav
ASR Result:   | Latency:  0.0849008560180664
ASR Result:   | Latency:  0.1329667568206787
ASR Result:   | Latency:  0.11977744102478027
ASR Result: well  | Latency:  0.09767818450927734
ASR Result: well they laid  | Latency:  0.17098116874694824
ASR Result: well they laid  | Latency:  0.1378631591796875
ASR Result: well they laid off  | Latency:  0.1588444709777832
